,Price Option Lookup,,,,Pricing Unit,,,,,
N,"Qube Cinemore Cinemas Screen 1, Bathinda, Punjab",CINEMA003125,SCREEN-2SLIDE,CINEMA003125SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Cinemore Cinemas Screen 1, Bathinda, Punjab",CINEMA003125,SCREEN-3ADFILM,CINEMA003125SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Cinemore Cinemas Screen 1, Bathinda, Punjab",CINEMA003125,SCREEN-3ADFILM,CINEMA003125SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Cinemore Cinemas Screen 1, Bathinda, Punjab",CINEMA003125,SCREEN-3SLIDE,CINEMA003125SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Cinemore Cinemas Screen 1, Bathinda, Punjab",CINEMA003125,SCREEN-3SLIDE,CINEMA003125SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Cinemore Cinemas Screen 1, Bathinda, Punjab",CINEMA003125,SCREEN-4ADFILM,CINEMA003125SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Cinemore Cinemas Screen 1, Bathinda, Punjab",CINEMA003125,SCREEN-4ADFILM,CINEMA003125SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Cinemore Cinemas Screen 1, Bathinda, Punjab",CINEMA003125,SCREEN-4SLIDE,CINEMA003125SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Cinemore Cinemas Screen 1, Bathinda, Punjab",CINEMA003125,SCREEN-4SLIDE,CINEMA003125SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-1ADFILM,CINEMA003126SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-1ADFILM,CINEMA003126SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-1SLIDE,CINEMA003126SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-1SLIDE,CINEMA003126SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-2ADFILM,CINEMA003126SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-2ADFILM,CINEMA003126SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-2SLIDE,CINEMA003126SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-2SLIDE,CINEMA003126SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-3ADFILM,CINEMA003126SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-3ADFILM,CINEMA003126SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-3SLIDE,CINEMA003126SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Lena Theatre Screen 1, Kallakurichi, Tamil Nadu",CINEMA003126,SCREEN-3SLIDE,CINEMA003126SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Bhagirathi Multiplex (Super Premium) Screen 6, Bhawanipatna, Odisha",CINEMA003127,SCREEN-1ADFILM,CINEMA003127SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Bhagirathi Multiplex (Super Premium) Screen 6, Bhawanipatna, Odisha",CINEMA003127,SCREEN-1ADFILM,CINEMA003127SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Bhagirathi Multiplex (Super Premium) Screen 6, Bhawanipatna, Odisha",CINEMA003127,SCREEN-1SLIDE,CINEMA003127SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Bhagirathi Multiplex (Super Premium) Screen 6, Bhawanipatna, Odisha",CINEMA003127,SCREEN-1SLIDE,CINEMA003127SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Dreamvue Cinemas Screen 1, Malappuram, Kerala",CINEMA003128,SCREEN-1ADFILM,CINEMA003128SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Dreamvue Cinemas Screen 1, Malappuram, Kerala",CINEMA003128,SCREEN-1ADFILM,CINEMA003128SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Dreamvue Cinemas Screen 1, Malappuram, Kerala",CINEMA003128,SCREEN-1SLIDE,CINEMA003128SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Dreamvue Cinemas Screen 1, Malappuram, Kerala",CINEMA003128,SCREEN-1SLIDE,CINEMA003128SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Sri Ravi Shenkar Picture Palace, Kasibugga, Andhra Pradesh",CINEMA003129,SCREEN-1ADFILM,CINEMA003129SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Sri Ravi Shenkar Picture Palace, Kasibugga, Andhra Pradesh",CINEMA003129,SCREEN-1ADFILM,CINEMA003129SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Sri Ravi Shenkar Picture Palace, Kasibugga, Andhra Pradesh",CINEMA003129,SCREEN-1SLIDE,CINEMA003129SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Sri Ravi Shenkar Picture Palace, Kasibugga, Andhra Pradesh",CINEMA003129,SCREEN-1SLIDE,CINEMA003129SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Eleye Cinema Screen1, Jorhat, Assam",CINEMA003130,SCREEN-1ADFILM,CINEMA003130SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Eleye Cinema Screen1, Jorhat, Assam",CINEMA003130,SCREEN-1ADFILM,CINEMA003130SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Eleye Cinema Screen1, Jorhat, Assam",CINEMA003130,SCREEN-1SLIDE,CINEMA003130SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Eleye Cinema Screen1, Jorhat, Assam",CINEMA003130,SCREEN-1SLIDE,CINEMA003130SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Eleye Cinema Screen1, Jorhat, Assam",CINEMA003130,SCREEN-2ADFILM,CINEMA003130SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Eleye Cinema Screen1, Jorhat, Assam",CINEMA003130,SCREEN-2ADFILM,CINEMA003130SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Eleye Cinema Screen1, Jorhat, Assam",CINEMA003130,SCREEN-2SLIDE,CINEMA003130SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Eleye Cinema Screen1, Jorhat, Assam",CINEMA003130,SCREEN-2SLIDE,CINEMA003130SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Meena Theatre (Formerly known as Rojaa theatre), Erampatti, Tamil Nadu",CINEMA003131,SCREEN-1ADFILM,CINEMA003131SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Meena Theatre (Formerly known as Rojaa theatre), Erampatti, Tamil Nadu",CINEMA003131,SCREEN-1ADFILM,CINEMA003131SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Meena Theatre (Formerly known as Rojaa theatre), Erampatti, Tamil Nadu",CINEMA003131,SCREEN-1SLIDE,CINEMA003131SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Meena Theatre (Formerly known as Rojaa theatre), Erampatti, Tamil Nadu",CINEMA003131,SCREEN-1SLIDE,CINEMA003131SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Ramakrishna Deluxe, Pakala, Andhra Pradesh",CINEMA003132,SCREEN-1ADFILM,CINEMA003132SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Ramakrishna Deluxe, Pakala, Andhra Pradesh",CINEMA003132,SCREEN-1ADFILM,CINEMA003132SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Ramakrishna Deluxe, Pakala, Andhra Pradesh",CINEMA003132,SCREEN-1SLIDE,CINEMA003132SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Ramakrishna Deluxe, Pakala, Andhra Pradesh",CINEMA003132,SCREEN-1SLIDE,CINEMA003132SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube Sangam Talkies, Bailhongal, Karnataka",CINEMA003133,SCREEN-1ADFILM,CINEMA003133SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube Sangam Talkies, Bailhongal, Karnataka",CINEMA003133,SCREEN-1ADFILM,CINEMA003133SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube Sangam Talkies, Bailhongal, Karnataka",CINEMA003133,SCREEN-1SLIDE,CINEMA003133SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube Sangam Talkies, Bailhongal, Karnataka",CINEMA003133,SCREEN-1SLIDE,CINEMA003133SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Qube New Max Cinema - Screen 1, Silvassa, Gujarat",CINEMA003134,SCREEN-1ADFILM,CINEMA003134SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Qube New Max Cinema - Screen 1, Silvassa, Gujarat",CINEMA003134,SCREEN-1ADFILM,CINEMA003134SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Qube New Max Cinema - Screen 1, Silvassa, Gujarat",CINEMA003134,SCREEN-1SLIDE,CINEMA003134SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Qube New Max Cinema - Screen 1, Silvassa, Gujarat",CINEMA003134,SCREEN-1SLIDE,CINEMA003134SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-1ADFILM,CINEMA003613SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-1ADFILM,CINEMA003613SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-1SLIDE,CINEMA003613SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-1SLIDE,CINEMA003613SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-2ADFILM,CINEMA003613SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-2ADFILM,CINEMA003613SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-2SLIDE,CINEMA003613SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-2SLIDE,CINEMA003613SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-3ADFILM,CINEMA003613SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-3ADFILM,CINEMA003613SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-3SLIDE,CINEMA003613SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-3SLIDE,CINEMA003613SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-4ADFILM,CINEMA003613SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-4ADFILM,CINEMA003613SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-4SLIDE,CINEMA003613SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-4SLIDE,CINEMA003613SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-5ADFILM,CINEMA003613SCREEN-5ADFILM,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-5ADFILM,CINEMA003613SCREEN-5ADFILM,#Week(S),WEEK,1,1,90,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-5SLIDE,CINEMA003613SCREEN-5SLIDE,#Second(s),SECOND,5,10,156,0
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,SCREEN-5SLIDE,CINEMA003613SCREEN-5SLIDE,#Week(S),WEEK,1,1,90,0
N,Anuroop Talkies: Samastipur,CINEMA003614,SCREEN-1ADFILM,CINEMA003614SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Anuroop Talkies: Samastipur,CINEMA003614,SCREEN-1ADFILM,CINEMA003614SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Anuroop Talkies: Samastipur,CINEMA003614,SCREEN-1SLIDE,CINEMA003614SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Anuroop Talkies: Samastipur,CINEMA003614,SCREEN-1SLIDE,CINEMA003614SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,FUN Cinemas Rushil Cinema: Dahegam,CINEMA003615,SCREEN-1ADFILM,CINEMA003615SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,FUN Cinemas Rushil Cinema: Dahegam,CINEMA003615,SCREEN-1ADFILM,CINEMA003615SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,FUN Cinemas Rushil Cinema: Dahegam,CINEMA003615,SCREEN-1SLIDE,CINEMA003615SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,FUN Cinemas Rushil Cinema: Dahegam,CINEMA003615,SCREEN-1SLIDE,CINEMA003615SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-1ADFILM,CINEMA003616SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-1ADFILM,CINEMA003616SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-1SLIDE,CINEMA003616SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-1SLIDE,CINEMA003616SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-2ADFILM,CINEMA003616SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-2ADFILM,CINEMA003616SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-2SLIDE,CINEMA003616SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-2SLIDE,CINEMA003616SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-3ADFILM,CINEMA003616SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-3ADFILM,CINEMA003616SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-3SLIDE,CINEMA003616SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-3SLIDE,CINEMA003616SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-4ADFILM,CINEMA003616SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-4ADFILM,CINEMA003616SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-4SLIDE,CINEMA003616SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,INOX: Vizag Chitralaya Mall,CINEMA003616,SCREEN-4SLIDE,CINEMA003616SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,LN Smart Theatre: Jehanabad,CINEMA003617,SCREEN-1ADFILM,CINEMA003617SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,LN Smart Theatre: Jehanabad,CINEMA003617,SCREEN-1ADFILM,CINEMA003617SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,LN Smart Theatre: Jehanabad,CINEMA003617,SCREEN-1SLIDE,CINEMA003617SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,LN Smart Theatre: Jehanabad,CINEMA003617,SCREEN-1SLIDE,CINEMA003617SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,LN Smart Theatre: Jehanabad,CINEMA003617,SCREEN-2ADFILM,CINEMA003617SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,LN Smart Theatre: Jehanabad,CINEMA003617,SCREEN-2ADFILM,CINEMA003617SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,LN Smart Theatre: Jehanabad,CINEMA003617,SCREEN-2SLIDE,CINEMA003617SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,LN Smart Theatre: Jehanabad,CINEMA003617,SCREEN-2SLIDE,CINEMA003617SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-1ADFILM,CINEMA003618SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-1ADFILM,CINEMA003618SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-1SLIDE,CINEMA003618SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-1SLIDE,CINEMA003618SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-2ADFILM,CINEMA003618SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-2ADFILM,CINEMA003618SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-2SLIDE,CINEMA003618SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-2SLIDE,CINEMA003618SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-3ADFILM,CINEMA003618SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-3ADFILM,CINEMA003618SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-3SLIDE,CINEMA003618SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-3SLIDE,CINEMA003618SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-4ADFILM,CINEMA003618SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-4ADFILM,CINEMA003618SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-4SLIDE,CINEMA003618SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-4SLIDE,CINEMA003618SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-5ADFILM,CINEMA003618SCREEN-5ADFILM,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-5ADFILM,CINEMA003618SCREEN-5ADFILM,#Week(S),WEEK,1,1,90,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-5SLIDE,CINEMA003618SCREEN-5SLIDE,#Second(s),SECOND,5,10,156,0
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,SCREEN-5SLIDE,CINEMA003618SCREEN-5SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-1ADFILM,CINEMA003619SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-1ADFILM,CINEMA003619SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-1SLIDE,CINEMA003619SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-1SLIDE,CINEMA003619SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-2ADFILM,CINEMA003619SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-2ADFILM,CINEMA003619SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-2SLIDE,CINEMA003619SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-2SLIDE,CINEMA003619SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-3ADFILM,CINEMA003619SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-3ADFILM,CINEMA003619SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-3SLIDE,CINEMA003619SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-3SLIDE,CINEMA003619SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-4ADFILM,CINEMA003619SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-4ADFILM,CINEMA003619SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-4SLIDE,CINEMA003619SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,SCREEN-4SLIDE,CINEMA003619SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Sri Vigneswara Theatre, Nizampatnam",CINEMA003620,SCREEN-1ADFILM,CINEMA003620SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Sri Vigneswara Theatre, Nizampatnam",CINEMA003620,SCREEN-1ADFILM,CINEMA003620SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Sri Vigneswara Theatre, Nizampatnam",CINEMA003620,SCREEN-1SLIDE,CINEMA003620SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Sri Vigneswara Theatre, Nizampatnam",CINEMA003620,SCREEN-1SLIDE,CINEMA003620SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"SVF Cinemas : Sentrum Mall, Krishnanagar",CINEMA003621,SCREEN-1ADFILM,CINEMA003621SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"SVF Cinemas : Sentrum Mall, Krishnanagar",CINEMA003621,SCREEN-1ADFILM,CINEMA003621SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"SVF Cinemas : Sentrum Mall, Krishnanagar",CINEMA003621,SCREEN-1SLIDE,CINEMA003621SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"SVF Cinemas : Sentrum Mall, Krishnanagar",CINEMA003621,SCREEN-1SLIDE,CINEMA003621SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"SVF Cinemas : Sentrum Mall, Krishnanagar",CINEMA003621,SCREEN-2ADFILM,CINEMA003621SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"SVF Cinemas : Sentrum Mall, Krishnanagar",CINEMA003621,SCREEN-2ADFILM,CINEMA003621SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"SVF Cinemas : Sentrum Mall, Krishnanagar",CINEMA003621,SCREEN-2SLIDE,CINEMA003621SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"SVF Cinemas : Sentrum Mall, Krishnanagar",CINEMA003621,SCREEN-2SLIDE,CINEMA003621SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Vismaya Cinemas 4K Dolby Atmos, LIC Road, Perinthalmanna",CINEMA003622,SCREEN-1ADFILM,CINEMA003622SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
